job_id,job_title,domain,company,location,state,employment_type,seniority,salary_min_lpa,salary_max_lpa,experience_min_years,experience_max_years,job_description,skills,skills_count,source_type,source_note
SKL100339,Industrial AI Engineer,Engineering & AI,VisionEdge,Thane,Maharashtra,Full-time,Senior,9.6,14.9,6,7,"Apply AI and computer vision to industrial processes, sensor data, and intelligent automation systems. The role is based in Thane and works with cross-functional teams.","Industrial AI, Machine Learning, SQL, Computer Vision, IoT, Python",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100340,Cloud Engineer,Cloud & DevOps,DataBridge,Kolkata,West Bengal,Full-time,Senior,7.3,12.2,4,5,"Design and maintain cloud infrastructure, automate deployments, and improve reliability and scalability. The role is based in Kolkata and works with cross-functional teams.","Kubernetes, AWS, Linux, Azure, CI/CD, Docker",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100341,Automation Engineer,Engineering & Automation,Apex Digital,Gurugram,Haryana,Full-time,Senior,7.8,12.2,4,6,"Design and maintain industrial automation systems, PLC programs, sensors, and control workflows. The role is based in Gurugram and works with cross-functional teams.","IoT, TensorFlow, Sensors, Python, PLC, SCADA, Industrial Automation",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100342,Cloud Engineer,Cloud & DevOps,MahaTech Industries,Thane,Maharashtra,Full-time,Senior,16.7,18.9,6,8,"Design and maintain cloud infrastructure, automate deployments, and improve reliability and scalability. The role is based in Thane and works with cross-functional teams.","Kubernetes, Docker, CI/CD, Excel, Linux, Azure, AWS",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100343,Data Scientist,AI & Data,AutoNext,Delhi,Delhi,Full-time,Senior,9.7,11.2,5,7,"Build statistical and machine-learning models, prepare datasets, evaluate model performance, and communicate findings. The role is based in Delhi and works with cross-functional teams.","SQL, Pandas, Scikit-learn, Machine Learning, Python, Statistics",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100344,HR Analyst,HR & Operations,IndusWorks,Noida,Uttar Pradesh,Full-time,Senior,3.8,5.9,4,5,"Analyze workforce data, prepare HR reports, and support evidence-based people and talent decisions. The role is based in Noida and works with cross-functional teams.","RTOS, Data Analysis, Excel, HR Analytics, Communication, Power BI, Node.js",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100345,Software Engineer,Software & IT,MahaTech Industries,Aurangabad,Maharashtra,Full-time,Mid Level,10.6,14.3,3,7,"Design, develop, test, and maintain software services while collaborating with engineering teams. The role is based in Aurangabad and works with cross-functional teams.","Python, Git, Data Structures, SQL, CSS, Java, REST API",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100346,Electronics Engineer,Electronics & Embedded,CoreStack,Kolkata,West Bengal,Full-time,Junior,7.0,10.2,1,2,"Design, test, and troubleshoot electronic systems, PCBs, and embedded hardware. The role is based in Kolkata and works with cross-functional teams.","Embedded Systems, C, Linux, Testing, Circuit Design, MATLAB, PCB Design",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100347,Electronics Engineer,Electronics & Embedded,Quantix Labs,Jaipur,Rajasthan,Full-time,Senior,5.6,6.9,4,6,"Design, test, and troubleshoot electronic systems, PCBs, and embedded hardware. The role is based in Jaipur and works with cross-functional teams.","Circuit Design, SCADA, PCB Design, Embedded Systems, Git, Testing, C, MATLAB",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100348,Mechanical Design Engineer,Engineering & Manufacturing,SmartFab Technologies,Noida,Uttar Pradesh,Full-time,Entry Level,6.9,8.2,0,1,"Create and validate mechanical designs, prepare CAD models and drawings, and support manufacturing. The role is based in Noida and works with cross-functional teams.","GD&T, CAD, Manufacturing, Mechanical Design, AutoCAD, SolidWorks",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100349,Machine Learning Engineer,AI & Machine Learning,InsightWorks,Pune,Maharashtra,Contract,Senior,14.9,18.5,6,10,"Develop, test, deploy, and maintain machine-learning pipelines and production models. The role is based in Pune and works with cross-functional teams.","Docker, MATLAB, TensorFlow, Cybersecurity, PyTorch, Machine Learning, Scikit-learn, Python",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100350,AI Engineer,AI & Machine Learning,MahaTech Industries,Hyderabad,Telangana,Full-time,Mid Level,17.7,22.7,3,7,"Develop and deploy AI solutions, integrate machine-learning models into applications, and improve production performance. The role is based in Hyderabad and works with cross-functional teams.","Machine Learning, PyTorch, SQL, Python, Deep Learning, TensorFlow",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100351,AI Engineer,AI & Machine Learning,BluePeak Consulting,Nagpur,Maharashtra,Contract,Junior,16.4,20.1,1,2,"Develop and deploy AI solutions, integrate machine-learning models into applications, and improve production performance. The role is based in Nagpur and works with cross-functional teams.","PyTorch, Python, Deep Learning, SQL, TensorFlow, Machine Learning",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100352,Machine Learning Engineer,AI & Machine Learning,InsightWorks,Ahmedabad,Gujarat,Full-time,Mid Level,15.4,18.6,3,7,"Develop, test, deploy, and maintain machine-learning pipelines and production models. The role is based in Ahmedabad and works with cross-functional teams.","Python, PyTorch, Scikit-learn, TensorFlow, Docker, Machine Learning",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100353,EV Data Analyst,Automotive & EV,VisionEdge,Delhi,Delhi,Full-time,Mid Level,8.4,14.4,2,5,"Analyze electric-vehicle data, create dashboards, and identify operational and market trends. The role is based in Delhi and works with cross-functional teams.","SQL, Python, EV Analytics, Power BI, Statistics, Excel, HR Analytics",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100354,Game Developer,Gaming & Interactive,CoreStack,Ahmedabad,Gujarat,Full-time,Senior,7.2,10.5,5,8,"Develop gameplay systems, implement mechanics, optimize performance, and collaborate with design teams. The role is based in Ahmedabad and works with cross-functional teams.","Unity, Game Development, Git, AWS, C#, C++, 3D Mathematics",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100355,Data Analyst,Data & Analytics,CloudSphere,Aurangabad,Maharashtra,Full-time,Junior,3.6,8.7,1,4,"Analyze business data, build dashboards, identify trends, and communicate actionable insights to stakeholders. The role is based in Aurangabad and works with cross-functional teams.","SQL, Statistics, Data Visualization, Data Analysis, Excel, React, Python, Power BI",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100356,HR Analyst,HR & Operations,InsightWorks,Kolkata,West Bengal,Contract,Junior,4.5,7.0,1,3,"Analyze workforce data, prepare HR reports, and support evidence-based people and talent decisions. The role is based in Kolkata and works with cross-functional teams.","Communication, Data Analysis, Manufacturing, Power BI, Excel, HTML, HR Analytics",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100357,Embedded Systems Engineer,Electronics & Embedded,Apex Digital,Jaipur,Rajasthan,Full-time,Senior,4.3,9.4,4,7,Develop firmware and embedded applications for microcontrollers and connected devices. The role is based in Jaipur and works with cross-functional teams.,"Git, Microcontrollers, C++, RTOS, Embedded Systems, C, Azure",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100358,DevOps Engineer,Cloud & DevOps,SkillTech,Gurugram,Haryana,Contract,Junior,6.6,10.3,1,5,"Automate software delivery, maintain CI/CD pipelines, monitor systems, and improve deployment reliability. The role is based in Gurugram and works with cross-functional teams.","AWS, Manufacturing, Linux, Git, Kubernetes, Docker, CI/CD",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100359,Automation Engineer,Engineering & Automation,SkillTech,Ahmedabad,Gujarat,Contract,Senior,5.8,8.2,4,5,"Design and maintain industrial automation systems, PLC programs, sensors, and control workflows. The role is based in Ahmedabad and works with cross-functional teams.","C++, Python, Sensors, IoT, PLC, Industrial Automation, SCADA",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100360,Cybersecurity Analyst,Cybersecurity,InnoSoft,Mumbai,Maharashtra,Full-time,Senior,11.0,12.6,4,8,"Monitor security events, investigate incidents, assess risks, and support security controls. The role is based in Mumbai and works with cross-functional teams.","Cybersecurity, Networking, Incident Response, Linux, Python, SIEM",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100361,EV Data Analyst,Automotive & EV,BluePeak Consulting,Delhi,Delhi,Full-time,Junior,4.6,9.5,1,3,"Analyze electric-vehicle data, create dashboards, and identify operational and market trends. The role is based in Delhi and works with cross-functional teams.","Node.js, Power BI, SQL, Statistics, Excel, Python, EV Analytics",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100362,Cloud Engineer,Cloud & DevOps,Quantix Labs,Thane,Maharashtra,Full-time,Senior,14.5,16.3,5,6,"Design and maintain cloud infrastructure, automate deployments, and improve reliability and scalability. The role is based in Thane and works with cross-functional teams.","Linux, AWS, CI/CD, Azure, Kubernetes, Docker, Node.js",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100363,Cloud Engineer,Cloud & DevOps,Quantix Labs,Noida,Uttar Pradesh,Full-time,Mid Level,7.2,8.5,2,3,"Design and maintain cloud infrastructure, automate deployments, and improve reliability and scalability. The role is based in Noida and works with cross-functional teams.","CSS, Docker, Azure, CI/CD, TensorFlow, Linux, AWS, Kubernetes",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100364,Business Analyst,Business & Analytics,CoreStack,Nagpur,Maharashtra,Full-time,Junior,8.4,13.1,1,3,"Gather business requirements, analyze operational data, create reports, and support decision-making. The role is based in Nagpur and works with cross-functional teams.","Excel, Communication, Mechanical Design, Business Analysis, SQL, IoT, Statistics, Power BI",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100365,Full Stack Developer,Software & IT,FutureGrid,Pune,Maharashtra,Full-time,Junior,5.0,9.3,1,4,Build responsive web applications across frontend and backend services and integrate APIs and databases. The role is based in Pune and works with cross-functional teams.,"React, CSS, Git, HTML, Node.js, SQL, JavaScript",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100366,Game Developer,Gaming & Interactive,InnoSoft,Nagpur,Maharashtra,Full-time,Senior,12.1,15.6,4,5,"Develop gameplay systems, implement mechanics, optimize performance, and collaborate with design teams. The role is based in Nagpur and works with cross-functional teams.","Machine Learning, Business Analysis, 3D Mathematics, C++, Game Development, Git, Unity, C#",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100367,Business Analyst,Business & Analytics,InnoSoft,Hyderabad,Telangana,Contract,Senior,4.1,8.6,5,7,"Gather business requirements, analyze operational data, create reports, and support decision-making. The role is based in Hyderabad and works with cross-functional teams.","Business Analysis, Statistics, SQL, Microcontrollers, Communication, Excel, Power BI",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100368,Data Analyst,Data & Analytics,DataBridge,Chennai,Tamil Nadu,Full-time,Junior,5.2,8.2,1,3,"Analyze business data, build dashboards, identify trends, and communicate actionable insights to stakeholders. The role is based in Chennai and works with cross-functional teams.","Power BI, Data Visualization, Statistics, SQL, Excel, Python",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100369,Mechanical Design Engineer,Engineering & Manufacturing,SkillTech,Aurangabad,Maharashtra,Full-time,Mid Level,7.0,9.1,2,6,"Create and validate mechanical designs, prepare CAD models and drawings, and support manufacturing. The role is based in Aurangabad and works with cross-functional teams.","GD&T, CAD, AutoCAD, SolidWorks, Mechanical Design, Manufacturing",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
